INSURANCE TYPE,VEHICLE TYPE,VEHICLE USE,VEHICLE MAKE,VEHICLE MODEL,VEHICLE MAKE YEAR,SUM INSURED,POLICY PREMIUM
Comprehensive,Car,Private,Toyota,Axio,2017,14375000.00,192768.18
Comprehensive,Car,Private,Toyota,Vitz,2019,9990000.00,134852.65
Comprehensive,Car,Private,Volkswagen,Polo,2018,13800000.00,185173.20
Comprehensive,Car,Private,Toyota,Allion,2018,17100000.00,228758.56
Comprehensive,Car,Private,Toyota,Land Cruiser Prado,2007,21900000.00,292155.62
Comprehensive,Car,Private,Toyota,Vitz,2016,7950000.00,107908.85
Comprehensive,Car,Private,Mazda,6,2015,14700000.00,197060.03
Comprehensive,Car,Private,Toyota,Aqua,2015,8450000.00,114512.09
Comprehensive,Car,Private,BMW,X5,2016,34500000.00,458572.15
Comprehensive,Car,Private,Toyota,Corolla,2003,5995000.00,82087.75
Comprehensive,Car,Private,Nissan,Sunny,2010,6075000.00,83144.47
Comprehensive,Car,Private,Mercedes Benz,E250,2013,25400000.00,338382.27
Comprehensive,Car,Private,BMW,318i,2017,19975000.00,266730.41
Comprehensive,Car,Private,Honda,CRV,2018,27800000.00,370080.80
Comprehensive,Car,Private,Toyota,Aqua,2013,7950000.00,107908.85
Comprehensive,Car,Private,Mitsubishi,Pajero,1996,5275000.00,72578.29
Comprehensive,Car,Private,MG,6,2013,8950000.00,121116.32
Comprehensive,Car,Private,Honda,Fit Shuttle,2012,8295000.00,112465.63
Comprehensive,Car,Private,Toyota,Prius,2008,6550000.00,89417.79
Comprehensive,Car,Private,Toyota,Corolla,1977,750000.00,12813.26
Comprehensive,Car,Private,Suzuki,Wagon R Stingray,2018,7375000.00,100313.88
Comprehensive,Car,Private,Toyota,Prius,2014,10750000.00,144889.97
Comprehensive,Car,Private,Toyota,Allion,2010,10300000.00,138946.56
Comprehensive,Car,Private,Toyota,Allion,2013,12975000.00,174277.12
Comprehensive,Car,Private,Daihatsu,Mira,2016,5390000.00,74096.88
Comprehensive,Car,Private,Toyota,Axio,2016,13190000.00,177116.36
Comprehensive,Car,Private,Honda,Vezel,2016,13790000.00,185041.24
Comprehensive,Car,Private,Nissan,Pulsar,1997,2650000.00,37908.55
Comprehensive,Car,Private,Honda,Vezel,2017,14300000.00,191777.44
Comprehensive,Car,Private,Toyota,Vitz,2016,7700000.00,104606.73
Comprehensive,Car,Private,Toyota,CHR,2018,15950000.00,213569.62
Comprehensive,Car,Private,Toyota,IST,2008,7250000.00,98663.32
Comprehensive,Car,Private,Toyota,Hilux,2007,11200000.00,150833.38
Comprehensive,Car,Private,Honda,CRV,2018,24000000.00,319891.21
Comprehensive,Car,Private,Mitsubishi,Lancer,2000,3565000.00,50040.96
Comprehensive,Car,Private,Suzuki,Swift,2010,4450000.00,61266.96
Comprehensive,Car,Private,Datsun,Redi Go,2017,2890000.00,40663.47
Comprehensive,Car,Private,Toyota,Hilux,2006,11975000.00,160655.41
Comprehensive,Car,Private,Toyota,CHR,2019,17690000.00,236136.24
Comprehensive,Car,Private,Mitsubishi,Montero,2005,13850000.00,185419.79
Comprehensive,Car,Private,Honda,Fit,2016,9500000.00,127966.14
Comprehensive,Car,Private,Suzuki,Wagon R,2018,6725000.00,91314.93
Comprehensive,Car,Private,Porsche,Cayenne,2011,20300000.00,270609.03
Comprehensive,Car,Private,Honda,Civic,2019,18000000.00,240231.14
Comprehensive,Car,Private,Toyota,Passo,2016,7200000.00,97588.26
Comprehensive,Car,Private,Honda,Vezel,2015,11850000.00,159003.85
Comprehensive,Car,Private,Toyota,Premio,2017,17900000.00,238910.50
Comprehensive,Car,Private,Suzuki,Wagon R,2016,5650000.00,77116.73
Comprehensive,Car,Private,Micro,Trend,2012,1550000.00,22965.20
Comprehensive,Car,Private,Suzuki,Esteem,2000,1720000.00,25210.60
Comprehensive,Car,Private,Micro,MX 7,2014,3350000.00,46738.84
Comprehensive,Car,Private,Toyota,Avanza,2011,7250000.00,98249.08
Comprehensive,Car,Private,Toyota,Sprinter,1996,3190000.00,44625.41
Comprehensive,Car,Private,Nissan,Leaf,2023,20800000.00,277212.26
Comprehensive,Car,Private,Toyota,Mark,2007,10300000.00,138532.32
Comprehensive,Car,Private,Tata,Indica,2015,2750000.00,38813.96
Comprehensive,Car,Private,Renault,KWID,2017,3375000.00,47068.76
Comprehensive,Car,Private,Toyota,Tank,2019,9500000.00,127966.14
Comprehensive,Car,Private,Toyota,Passo,2009,4950000.00,67871.20
Comprehensive,Car,Private,Daihatsu,Terios,2003,4650000.00,63909.26
Comprehensive,Car,Private,Toyota,Passo,2015,6950000.00,94286.14
Comprehensive,Car,Private,Toyota,Corolla,1991,1430000.00,21380.62
Comprehensive,Car,Private,Honda,N-Box,2016,6875000.00,93295.40
Comprehensive,Car,Private,Audi,A4,2017,24000000.00,319476.97
Comprehensive,Car,Private,Micro,Panda Cross,2015,4250000.00,58625.67
Comprehensive,Car,Private,Suzuki,Swift,2017,9575000.00,128956.88
Comprehensive,Car,Private,Honda,Fit,2012,6550000.00,89003.55
Comprehensive,Car,Private,Honda,Fit,2012,6690000.00,90852.06
Comprehensive,Car,Private,Land Rover,Range Rover,2019,123000000.00,1627034.60
Comprehensive,Car,Private,Suzuki,Alto,2017,3680000.00,51097.68
Comprehensive,Car,Private,Nissan,March,1996,2075000.00,29899.34
Comprehensive,Car,Private,Suzuki,Wagon R,2014,5790000.00,78965.23
Comprehensive,Car,Private,Toyota,Aqua,2014,7375000.00,99899.64
Comprehensive,Car,Private,Nissan,Sunny,2001,3700000.00,51361.61
Comprehensive,Car,Private,Mahindra,KUV100,2021,4975000.00,68201.11
Comprehensive,Car,Private,Nissan,X-Trail,2013,11800000.00,158344.02
Comprehensive,Car,Private,Mitsubishi,Outlander,2013,14750000.00,197306.61
Comprehensive,Car,Private,Honda,Fit,2013,8475000.00,114427.76
Comprehensive,Car,Private,Toyota,Vitz,2016,7790000.00,105381.18
Comprehensive,Car,Private,Toyota,Corona,1990,1600000.00,23626.02
Comprehensive,Car,Private,Toyota,Soluna,2000,3175000.00,44427.46
Comprehensive,Car,Private,Mitsubishi,eK Wagon,2016,5550000.00,75796.08
Comprehensive,Car,Private,Suzuki,Celerio,2015,4700000.00,64569.08
Comprehensive,Car,Private,Suzuki,Alto,2015,3280000.00,45814.09
Comprehensive,Car,Private,Tata,Indica,2015,2650000.00,37493.31
Comprehensive,Car,Private,Toyota,Starlet,1996,2800000.00,39474.78
Comprehensive,Car,Private,Suzuki,Maruti,2011,4050000.00,55984.37
Comprehensive,Car,Private,Nissan,Leaf,2014,4300000.00,59286.49
Comprehensive,Car,Private,Perodua,Axia,2016,5795000.00,79031.22
Comprehensive,Car,Private,Toyota,Corolla,2001,5990000.00,81607.53
Comprehensive,Car,Private,Honda,Civic,1994,3000000.00,42116.08
Comprehensive,Car,Private,Mitsubishi,Lancer,1979,750000.00,12399.02
Comprehensive,Car,Private,Micro,Panda,2018,3750000.00,52022.43
Comprehensive,Car,Private,Honda,Grace,2017,12500000.00,167588.55
Comprehensive,Car,Private,Toyota,Soluna,2000,2845000.00,40068.63
Comprehensive,Car,Private,Nissan,March,2008,4500000.00,61927.79
Comprehensive,Car,Private,Jeep,Compass,2019,23000000.00,306269.50
Comprehensive,Car,Private,Toyota,Land Cruiser Sahara,2010,80000000.00,1059105.35
Comprehensive,Car,Private,Suzuki,Swift,2009,5575000.00,76125.99
Comprehensive,Car,Private,Honda,Vezel,2015,10875000.00,146126.29
Comprehensive,Car,Private,Micro,Rexton,2015,13800000.00,184758.97
Comprehensive,Car,Private,Honda,Fit,2013,7000000.00,94946.96
Comprehensive,Car,Private,Suzuki,Alto,2014,3150000.00,44097.55
Comprehensive,Car,Private,Tesla,Model Y,2024,39850000.00,528818.04
Comprehensive,Car,Private,MG,MG4 X,2024,19650000.00,262023.32
Comprehensive,Car,Private,Suzuki,Spacia,2017,5950000.00,81078.67
Comprehensive,Car,Private,Mahindra,KUV100,2024,8995000.00,121295.92
Comprehensive,Car,Private,Mercedes Benz,C350,2016,24500000.00,326081.21
Comprehensive,Car,Private,Suzuki,Maruti,2006,1680000.00,24681.74
Comprehensive,Car,Private,Suzuki,Alto,2011,2425000.00,34936.35
Comprehensive,Car,Private,Honda,Insight,2011,7400000.00,100644.79
Comprehensive,Car,Private,Audi,e-tron,2024,59500000.00,788762.93
Comprehensive,Car,Private,Tesla,Model 3,2024,39500000.00,524610.51
Comprehensive,Car,Private,Toyota,Corolla,2008,6650000.00,90738.44
Comprehensive,Car,Private,Mercedes Benz,EQS,2024,127500000.00,1686883.96
Comprehensive,Car,Private,Mercedes Benz,CLA45,2017,39000000.00,518006.27
Comprehensive,Car,Private,Volkswagen,ID,2022,25500000.00,339702.92
Comprehensive,Car,Private,Toyota,Axio,2015,9950000.00,134323.79
Comprehensive,Car,Private,Toyota,Corolla,2010,8500000.00,115172.91
Comprehensive,Car,Private,Ssang Yong,Korando,2014,6750000.00,92059.08
Comprehensive,Car,Private,Toyota,CHR,2018,14800000.00,198380.68
Comprehensive,Car,Private,Toyota,Allion,2004,6700000.00,91399.26
Comprehensive,Car,Private,Toyota,Vitz,2018,9550000.00,129041.20
Comprehensive,Car,Private,Honda,CRZ,2012,6350000.00,86776.50
Comprehensive,Car,Private,Honda,Vezel,2017,14500000.00,194418.73
Comprehensive,Car,Private,Honda,Fit,2012,8000000.00,108568.67
Comprehensive,Car,Private,Toyota,Yaris,2008,6490000.00,88626.00
Comprehensive,Car,Private,Mercedes Benz,W220,2001,7950000.00,107908.85
Comprehensive,Car,Private,Nissan,March,1996,2100000.00,30643.49
Comprehensive,Car,Private,DFSK,Glory,2018,4300000.00,59700.73
Comprehensive,Car,Private,Nissan,Sunny,1999,3375000.00,47483.99
Comprehensive,Car,Private,Suzuki,Liana,2004,3200000.00,45172.61
Comprehensive,Car,Private,Maruti Suzuki,Alto,2006,2375000.00,34276.52
Comprehensive,Car,Private,Suzuki,Wagon R,2017,6000000.00,82153.73
Comprehensive,Car,Private,Toyota,Carina,1991,1500000.00,22719.61
Comprehensive,Car,Private,Toyota,Aqua,2013,6875000.00,93710.64
Comprehensive,Car,Private,Mitsubishi,Lancer,1981,900000.00,14794.73
Comprehensive,Car,Private,Kia,Sportage,2015,13300000.00,178569.97
Comprehensive,Car,Private,Micro,Panda Cross,2012,2590000.00,37115.77
Comprehensive,Car,Private,Audi,Q4,2024,46000000.00,610459.57
Comprehensive,Car,Private,Mitsubishi,Montero,2003,14200000.00,190456.79
Comprehensive,Car,Private,Honda,CRV,2007,7950000.00,107908.85
Comprehensive,Car,Private,Toyota,Prius,2011,2650000.00,37908.55
Comprehensive,Car,Private,Kia,Sorento,2015,26300000.00,350269.09
Comprehensive,Car,Private,Mahindra,KUV100,2024,6495000.00,88691.98
Comprehensive,Car,Private,Mahindra,KUV100,2024,6495000.00,88691.98
Comprehensive,Car,Private,Mahindra,KUV100,2024,6495000.00,88691.98
Comprehensive,Car,Private,Nissan,X-Trail,2015,12500000.00,168003.79
Comprehensive,Car,Private,Suzuki,Wagon R,2017,6095000.00,83408.40
Comprehensive,Car,Private,Mazda,Familia,1993,1800000.00,26681.55
Comprehensive,Car,Private,Toyota,Axio,2015,11700000.00,157437.62
Comprehensive,Car,Private,Ford,Ranger,2018,28850000.00,383949.09
Comprehensive,Car,Private,Toyota,Vitz,2007,6000000.00,82153.73
Comprehensive,Car,Private,Toyota,Passo,2016,7790000.00,105795.41
Comprehensive,Car,Private,Mercedes Benz,CLA 200,2019,30800000.00,409703.21
Comprehensive,Car,Private,Nissan,X-Trail,2015,13300000.00,178569.97
Comprehensive,Car,Private,Honda,Grace,2015,11000000.00,148192.09
Comprehensive,Car,Private,Honda,Civic,2018,15900000.00,212909.79
Comprehensive,Car,Private,Honda,Vezel,2014,10550000.00,142248.67
Comprehensive,Car,Private,Suzuki,Swift,2017,9300000.00,125739.09
Comprehensive,Car,Private,MG,MG4,2024,19950000.00,266400.50
Comprehensive,Car,Private,Suzuki,Hustler,2016,6100000.00,83474.38
Comprehensive,Car,Private,Honda,Insight,2018,19000000.00,253852.85
Comprehensive,Car,Private,BMW,X5,2016,36290000.00,482213.84
Comprehensive,Car,Private,BMW,E46,2000,5950000.00,81493.91
Comprehensive,Car,Private,Suzuki,Wagon R Stingray,2017,7130000.00,97078.74
Comprehensive,Car,Private,Toyota,Premio,2014,14300000.00,191777.44
Comprehensive,Car,Private,Toyota,Premio,2013,13000000.00,174607.03
Comprehensive,Car,Private,Honda,Vezel,2015,10850000.00,146210.62
Comprehensive,Car,Private,Suzuki,Alto,2010,4275000.00,59370.82
Comprehensive,Car,Private,Suzuki,Swift,2011,5485000.00,75351.55
Comprehensive,Car,Private,Suzuki,Spacia,2015,5990000.00,82021.77
Comprehensive,Car,Private,Toyota,Prius,2010,8350000.00,113191.44
Comprehensive,Car,Private,Bajaj,Qute,2018,1150000.00,18096.85
Comprehensive,Car,Private,Mitsubishi,Attrage,2015,7800000.00,105927.38
Comprehensive,Car,Private,Toyota,Vitz,2019,9975000.00,134654.70
Comprehensive,Car,Private,Micro,Panda,2013,2290000.00,33153.82
Comprehensive,Car,Private,Suzuki,Swift,2017,9500000.00,128380.38
Comprehensive,Car,Private,Maruti Suzuki,WagonR,2008,2950000.00,41870.49
Comprehensive,Car,Private,Toyota,Vanguard,2013,13600000.00,182531.91
Comprehensive,Car,Private,Honda,Grace,2016,10500000.00,141587.85
Comprehensive,Car,Private,Mitsubishi,Lancer,1976,775000.00,13144.17
Comprehensive,Car,Private,Honda,Grace,2014,10000000.00,134984.62
Comprehensive,Car,Private,Toyota,Crown,2014,37500000.00,498194.57
Comprehensive,Car,Private,Toyota,Land Cruiser Prado,1998,9500000.00,128380.38
Comprehensive,Car,Private,Toyota,Allion,2013,12500000.00,168003.79
Comprehensive,Car,Private,Honda,Vezel,2018,16850000.00,225456.44
Comprehensive,Car,Private,Mitsubishi,Outlander,2014,15000000.00,201022.97
Comprehensive,Car,Private,Mini,Cooper,1969,1745000.00,25954.75
Comprehensive,Car,Private,Bajaj,Qute,2018,1225000.00,19087.58
Comprehensive,Car,Private,Nissan,X-Trail,2001,4950000.00,68285.44
Comprehensive,Car,Private,Toyota,Hilux,2007,13000000.00,174607.03
Comprehensive,Car,Private,Nissan,Sunny,1984,825000.00,13803.99
Comprehensive,Car,Private,Nissan,Patrol,2013,43000000.00,570837.16
Comprehensive,Car,Private,Nissan,AD Wagon,1989,2100000.00,30643.49
Comprehensive,Car,Private,Toyota,IST,2003,5100000.00,70266.91
Comprehensive,Car,Private,Suzuki,Celerio,2019,6650000.00,90738.44
Comprehensive,Car,Private,Hyundai,Creta,2017,15500000.00,207626.21
Comprehensive,Car,Private,Nissan,Sunny,1986,1445000.00,21992.81
Comprehensive,Car,Private,Suzuki,Estilo,2010,3390000.00,47681.94
Comprehensive,Car,Private,Suzuki,Wagon R Stingray,2018,7350000.00,99983.97
Comprehensive,Car,Private,Toyota,Toyota,2000,5200000.00,71587.55
Comprehensive,Car,Private,Honda,CRV,2002,5800000.00,79512.44
Comprehensive,Car,Private,Mercedes Benz,S500,2016,67500000.00,894424.70
Comprehensive,Car,Private,Toyota,Vitz,2008,5775000.00,79182.53
Comprehensive,Car,Private,Daihatsu,Mira,2016,5900000.00,80833.08
Comprehensive,Car,Private,Tata,Nano,2012,920000.00,15058.66
Comprehensive,Car,Private,Perodua,Viva Elite,2012,4675000.00,64653.41
Comprehensive,Car,Private,Nissan,Wingroad,1997,2300000.00,33285.79
Comprehensive,Car,Private,Toyota,Corolla,1995,1850000.00,27342.38
Comprehensive,Car,Private,Toyota,Premio,2014,12750000.00,171305.91
Comprehensive,Car,Private,Nissan,March,1999,2990000.00,42398.35
Comprehensive,Car,Private,Chevrolet,Cruze,2004,3750000.00,52436.67
Comprehensive,Car,Private,Suzuki,Alto,2008,2700000.00,38568.38
Comprehensive,Car,Private,Honda,Fit,2015,8850000.00,119795.67
Comprehensive,Car,Private,Toyota,Corolla,1990,1725000.00,25690.82
Comprehensive,Car,Private,Nissan,Wingroad,1997,2290000.00,33153.82
Comprehensive,Car,Private,Honda,Fit,2013,7275000.00,98993.23
Comprehensive,Car,Private,Mitsubishi,Eclipse,2018,16500000.00,220833.68
Comprehensive,Car,Private,Hyundai,Getz,2002,2975000.00,42200.41
Comprehensive,Car,Private,Audi,Q4,2024,49900000.00,661969.81
Comprehensive,Car,Private,Toyota,Axio,2016,12050000.00,162060.38
Comprehensive,Car,Private,Suzuki,Maruti,2011,2075000.00,30313.58
Comprehensive,Car,Private,Toyota,Vitz,2007,5150000.00,70927.73
Comprehensive,Car,Private,Suzuki,Alto,2015,3350000.00,47153.08
Comprehensive,Car,Private,Nissan,X-Trail,2003,8000000.00,108568.67
Comprehensive,Car,Private,Toyota,Land Cruiser Prado,2010,33000000.00,438760.45
Comprehensive,Car,Private,Toyota,Axio,2016,12000000.00,161399.56
Comprehensive,Car,Private,Ssang Yong,Korando,2015,9500000.00,128380.38
Comprehensive,Car,Private,Toyota,Vios,2003,4850000.00,66964.79
Comprehensive,Car,Private,DFSK,Glory,2023,14700000.00,197060.03
Comprehensive,Car,Private,Suzuki,Swift,2005,4400000.00,61021.38
Comprehensive,Car,Private,BMW,523i,2006,12800000.00,171965.73
Comprehensive,Car,Private,Peugeot,3008,2011,11500000.00,154796.32
Comprehensive,Car,Private,Suzuki,Wagon R Stingray,2015,5680000.00,77926.86
Comprehensive,Car,Private,Tata,Nano,2016,1850000.00,27342.38
Comprehensive,Car,Private,Toyota,Vitz,2010,5825000.00,79842.35
Comprehensive,Car,Private,Mahindra,KUV100,2021,5350000.00,73569.02
Comprehensive,Car,Private,Audi,A3,2017,14000000.00,187815.50
Comprehensive,Car,Private,Mitsubishi,Montero,2001,15000000.00,201022.97
Comprehensive,Car,Private,Mazda,Familia,2001,3750000.00,52436.67
Comprehensive,Car,Private,Toyota,Aqua,2013,7250000.00,98663.32
Comprehensive,Car,Private,Toyota,Axio,2015,9900000.00,133663.97
Comprehensive,Car,Private,Toyota,Premio,2013,12600000.00,169324.44
Comprehensive,Car,Private,Nissan,Dayz,2020,7490000.00,101833.47
Comprehensive,Car,Private,Mercedes Benz,E250,2010,18750000.00,250551.74
Comprehensive,Car,Private,Toyota,Corolla,2002,5500000.00,75549.50
Comprehensive,Car,Private,Mercedes Benz,S400,2014,55000000.00,729328.81
Comprehensive,Car,Private,Hyundai,Sonata,2001,2400000.00,34606.44
Comprehensive,Car,Private,Land Rover,Range Rover,2017,55000000.00,729328.81
Comprehensive,Car,Private,Kia,Sportage,2013,12200000.00,164040.85
Comprehensive,Car,Private,Chery,Tiggo,2014,6750000.00,92059.08
Comprehensive,Car,Private,Micro,Trend,2009,1790008.00,26549.69
Comprehensive,Car,Private,Toyota,Premio,2016,15500000.00,207626.21
Comprehensive,Car,Private,Land Rover,Defender,1979,17500000.00,234042.15
Comprehensive,Car,Private,Micro,BAIC,2018,5850000.00,80172.26
Comprehensive,Car,Private,Kia,Sportage,2010,10300000.00,138946.56
Comprehensive,Car,Private,Suzuki,Maruti,2004,1775000.00,26351.64
Comprehensive,Car,Private,Honda,Fit,2013,7800000.00,105927.38
Comprehensive,Car,Private,Suzuki,Hustler,2016,5950000.00,81493.91
Comprehensive,Car,Private,Suzuki,Maruti,2008,2450000.00,35266.26
Comprehensive,Car,Private,Audi,A8,2015,35000000.00,465175.39
Comprehensive,Car,Private,Toyota,Prius,2011,9000000.00,121777.14
Comprehensive,Car,Private,Toyota,Corolla,1999,2975000.00,42200.41
Comprehensive,Car,Private,Toyota,Corolla,1997,3000000.00,42531.32
Comprehensive,Car,Private,Suzuki,Wagon R,2014,5650000.00,77530.97
Comprehensive,Car,Private,Toyota,Vitz,2018,9850000.00,133003.14
Comprehensive,Car,Private,Toyota,Carina,2000,5750000.00,78851.61
Comprehensive,Car,Private,Audi,A6,2015,18750000.00,250551.74
Comprehensive,Car,Private,Toyota,Vitz,2018,9225000.00,124748.35
Comprehensive,Car,Private,BMW,520d,2014,30000000.00,399137.04
Comprehensive,Car,Private,Mitsubishi,Montero,2001,11500000.00,154796.32
Comprehensive,Car,Private,Daihatsu,Terios,2008,6775000.00,92390.00
Comprehensive,Car,Private,BMW,X5,2015,29000000.00,385929.56
Comprehensive,Car,Private,Honda,Vezel,2018,18000000.00,240645.38
Comprehensive,Car,Private,Suzuki,Swift,2011,4495000.00,62276.04
Comprehensive,Car,Private,Kia,Stonic,2019,12950000.00,173947.20
Comprehensive,Car,Private,Toyota,Corolla,1991,1600000.00,24040.26
Comprehensive,Car,Private,Toyota,Vitz,2008,5700000.00,78191.79
Comprehensive,Car,Private,Toyota,Corolla,1996,2350000.00,33945.61
Comprehensive,Car,Private,Suzuki,Maruti,2011,1880000.00,27738.27
Comprehensive,Car,Private,Toyota,Corolla,1983,690000.00,12021.47
Comprehensive,Car,Private,Toyota,Aqua,2016,6895000.00,93974.57
Comprehensive,Car,Private,Suzuki,Wagon R,2017,5850000.00,80172.26
Comprehensive,Car,Private,Mazda,6,2015,14690000.00,196928.06
Comprehensive,Car,Private,Micro,Panda Cross,2013,2860000.00,40681.81
Comprehensive,Car,Private,Suzuki,Alto,2015,4200000.00,58380.08
Comprehensive,Car,Private,Toyota,Starlet,1995,3150000.00,44511.79
Comprehensive,Car,Private,Perodua,Viva Elite,2009,4200000.00,58380.08
Comprehensive,Car,Private,DFSK,Glory,2023,11800000.00,158758.26
Comprehensive,Car,Private,Toyota,Corolla,1986,1175000.00,18426.76
Comprehensive,Car,Private,Toyota,Hilux,2008,14000000.00,187815.50
Comprehensive,Car,Private,Toyota,Carina,2000,5690000.00,78059.83
Comprehensive,Car,Private,Peugeot,3008,2020,24500000.00,326495.44
Comprehensive,Car,Private,Suzuki,Swift,2017,9150000.00,123757.61
Comprehensive,Car,Private,Toyota,CHR,2019,18100000.00,241966.03
Comprehensive,Car,Private,Toyota,Land Cruiser Prado,2002,14999000.00,201009.77
Comprehensive,Car,Private,Toyota,Corolla,2010,7450000.00,101304.61
Comprehensive,Car,Private,Mitsubishi,Montero,2011,16500000.00,220833.68
Comprehensive,Car,Private,Suzuki,Wagon R,2018,6625000.00,90408.53
Comprehensive,Car,Private,Toyota,Premio,2013,14600000.00,195739.38
Comprehensive,Car,Private,Honda,Fit,2014,8440000.00,114380.12
Comprehensive,Car,Private,Hyundai,Santa,2001,4250000.00,59039.91
Comprehensive,Car,Private,Honda,Accord,2003,4500000.00,62342.02
Comprehensive,Car,Private,Suzuki,Alto,2006,2465000.00,35465.21
